scientific_name,authority,category,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
Angraecum palmicolum,Bosser,CR,Fuzzy (edit distance),FALSE,0.9,2,9585,Angraecum palmicola,Bosser,Species,Accepted,NA,939669-1,9585,0,6,1,NA
Angraecum muscicolum,H.Perrier,CR,Fuzzy (edit distance),FALSE,0.9,2,9559,Angraecum muscicola,H.Perrier,Species,Accepted,NA,616288-1,9559,0,9,1,NA
Aspidostemon triantherus,(Kosterm.) Rohwer,CR,Fuzzy (edit distance),FALSE,0.917,2,2656314,Aspidostemon trianthera,(Kosterm.) Rohwer,Species,Accepted,NA,944579-1,2656314,0,17,1,NA
Phyllanthus bernieranus,Baill.,VU,Fuzzy (phonetic),FALSE,0.958,1,153442,Phyllanthus bernierianus,Baill. ex Müll.Arg.,Species,Accepted,NA,353579-1,153442,13,3,1,NA
Polyscias muraltiana,Bernardi,VU,Fuzzy (edit distance),FALSE,0.95,1,162536,Polyscias muraltana,Bernardi,Species,Accepted,NA,91790-1,162536,0,8,1,NA
Impatiens catatii,Drake,VU,Fuzzy (phonetic),FALSE,0.941,1,2862274,Impatiens catati,Baill.,Species,Accepted,NA,103514-1,2862274,6,1,1,NA
Enicostema elizabethae,Veldkamp,LC,Fuzzy (phonetic),FALSE,0.957,1,2789283,Enicostema elizabethiae,Veldkamp,Species,Accepted,NA,367188-1,2789283,0,8,1,NA
Tabernaemontana mocquerysii,A.DC.,LC,Fuzzy (phonetic),FALSE,0.963,1,200813,Tabernaemontana mocquerysi,Aug.DC.,Species,Accepted,NA,82224-1,200813,2,4,1,NA
Phyllanthus ambatovolana,Leandri,EN,Fuzzy (edit distance),FALSE,0.92,2,153317,Phyllanthus ambatovolanus,Leandri,Species,Accepted,NA,353476-1,153317,0,7,1,NA
Leptolaena villosa,"(F.G�rard) Hong-Wa, G.E.Schatz & Lowry",EN,Fuzzy (edit distance),FALSE,0.889,2,274513,Leptolaena pilosa,(Baker) Cavaco,Species,Synonym,NA,167669-1,274651,NA,-1,1,NA
Solanum mahoriensis,D'Arcy & Rakotozafy,EN,Fuzzy (edit distance),FALSE,0.895,2,3032161,Solanum mahoriense,D'Arcy & Rakot.,Species,Accepted,NA,323376-2,3032161,5,14,1,NA
Exacum nummularifolium,Humbert,VU,Fuzzy (phonetic),FALSE,0.957,1,2806075,Exacum nummulariifolium,Humbert,Species,Accepted,NA,367517-1,2806075,0,7,1,NA
Cincinnobotrys speciosa,(A.Fern. &amp; R.Fern.) Jacq.-F�l.,VU,Fuzzy (edit distance),FALSE,0.917,2,3021824,Cincinnobotrys speciosus,(A.Fern. & R.Fern.) Jacq.-Fél.,Species,Accepted,NA,567415-1,3021824,NA,-1,1,NA
Zeuxine rolfiana,King &amp; Pantl.,CR,Fuzzy (phonetic),FALSE,0.938,1,215739,Zeuxine rolfeana,King & Pantl.,Species,Accepted,NA,661615-1,215739,4,7,1,NA
Mankyua chejuense,"B.Y.Sun, M.H.Kim &amp; C.H.Kim",CR,Fuzzy (edit distance),FALSE,0.889,2,3142407,Mankyua chejuensis,"B.Y.Sun, M.H.Kim & C.H.Kim",Species,Accepted,NA,20003351-1,3142407,4,18,1,NA
Hibbertia margaretae,Veillon,EN,Fuzzy (edit distance),FALSE,0.952,1,2849251,Hibbertia margaretiae,Veillon,Species,Accepted,NA,939152-1,2849251,0,7,1,NA
Pteris lidgatei,(Baker) Christ,CR,Fuzzy (phonetic),FALSE,0.933,1,3146983,Pteris lydgatei,(Hill.) Christ,Species,Accepted,NA,17214210-1,3146983,5,8,1,NA
Sorbus semiincisa,(Borb�s) Borb�s,VU,Fuzzy (phonetic),FALSE,0.944,1,2992353,Sorbus semi-incisa,(Borbás) Borbás,Species,Synonym,TRUE,741969-1,3015192,NA,-1,1,NA
Viola helenae,C.N.Forbes &amp; Lydgate,CR,Fuzzy (phonetic),FALSE,0.923,1,2460053,Viola helena,C.N.Forbes & Lydgate,Species,Accepted,NA,868287-1,2460053,4,12,1,NA
Erica mackaiana,Bab.,LC,Fuzzy (edit distance),FALSE,0.933,1,2793754,Erica mackayana,Bab.,Species,Accepted,NA,329058-1,2793754,0,4,1,NA
Genista haenseleri,Boiss.,EN,Fuzzy (phonetic),FALSE,0.944,1,2819256,Genista haensleri,Boiss.,Species,Accepted,NA,496070-1,2819256,0,6,1,NA
Phellocalyx vollescenii,Bridson,VU,Fuzzy (phonetic),FALSE,0.957,1,151345,Phellocalyx vollesenii,Bridson,Species,Accepted,NA,760434-1,151345,0,7,1,NA
Galium thiebauti,Ehrend.,EN,Fuzzy (phonetic),FALSE,0.941,1,87686,Galium thiebautii,Ehrend.,Species,Accepted,NA,750736-1,87686,0,7,1,NA
Psydrax fragrantissima,(K.Schum.) Bridson,NT,Fuzzy (edit distance),FALSE,0.913,2,170244,Psydrax fragrantissimus,(K.Schum.) Bridson,Species,Accepted,NA,915403-1,170244,0,18,1,NA
Sorbus pseudosemiincisa,Boros,DD,Fuzzy (phonetic),FALSE,0.958,1,2992255,Sorbus pseudosemi-incisa,Boros,Species,Synonym,TRUE,741922-1,3015190,0,5,1,NA
Distylodon sonkeanum,"Droissart, St�vart &amp; P.J.Cribb",CR,Fuzzy (edit distance),FALSE,0.95,1,488424,Distylodon sonkeanus,"Droissart, Stévart & P.J.Cribb",Species,Synonym,TRUE,77137691-1,531768,NA,-1,1,NA
Helichrysum luzulaefolium,DC.,NT,Fuzzy (phonetic),FALSE,0.92,2,3091426,Helichrysum luzulifolium,DC.,Species,Accepted,NA,212997-1,3091426,0,3,1,NA
Hydrostachys maxima,H.Perrier,VU,Fuzzy (edit distance),FALSE,0.9,2,2856616,Hydrostachys maximus,H.Perrier,Species,Accepted,NA,432891-1,2856616,0,9,1,NA
Hydrostachys monoica,H.Perrier,CR,Fuzzy (edit distance),FALSE,0.905,2,2856617,Hydrostachys monoicus,H.Perrier,Species,Accepted,NA,432892-1,2856617,0,9,1,NA
Lysimachia nummularifolia,(Baker) U.Manns &amp; Anderb.,EN,Fuzzy (phonetic),FALSE,0.962,1,2896586,Lysimachia nummulariifolia,(Baker) U.Manns & Anderb.,Species,Accepted,NA,77100406-1,2896586,4,17,1,NA
Polystichum obai,Tagawa,CR,Fuzzy (phonetic),FALSE,0.938,1,3151357,Polystichum obae,Tagawa,Species,Accepted,NA,17355130-1,3151357,0,6,1,NA
Prospero cyrenaica,(Pamp.) Speta,NT,Fuzzy (edit distance),FALSE,0.895,2,285086,Prospero cyrenaicum,(Pamp.) Speta,Species,Synonym,NA,1003493-1,285270,0,13,1,NA
Laccosperma korupensis,Sunderl.,LC,Fuzzy (edit distance),FALSE,0.909,2,251503,Laccosperma korupense,Sunderl.,Species,Accepted,NA,60426774-2,251503,0,8,1,NA
Sorbus arvonensis,P.D.Sell,CR,Fuzzy (edit distance),FALSE,0.941,1,2991667,Sorbus avonensis,T.C.G.Rich,Species,Synonym,TRUE,77096289-1,3014060,8,1,1,NA
Asplenium rukararense,Hieron.,EN,Fuzzy (edit distance),FALSE,0.952,1,3145881,Asplenium rukaraense,Hieron.,Species,Accepted,NA,17240850-1,3145881,0,7,1,NA
Utricularia keneallyi,P.Taylor,LC,Fuzzy (phonetic),FALSE,0.955,1,518456,Utricularia kenneallyi,P.Taylor,Species,Accepted,NA,929340-1,518456,0,8,1,NA
Utricularia terra-reginae,P.Taylor,LC,Fuzzy (phonetic),FALSE,0.962,1,518844,Utricularia terrae-reginae,P.Taylor,Species,Accepted,NA,929343-1,518844,0,8,1,NA
Acropogon sageniifolius,Schltr.,DD,Fuzzy (edit distance),FALSE,0.913,2,2620368,Acropogon sageniifolia,Schltr.,Species,Accepted,NA,822024-1,2620368,0,7,1,NA
Acropogon schumannianus,Schltr.,LC,Fuzzy (edit distance),FALSE,0.913,2,2620371,Acropogon schumanniana,Schltr.,Species,Accepted,NA,822025-1,2620371,0,7,1,NA
Mezoneuron ouenensis,(Guillaumin) R.Clark,CR,Fuzzy (edit distance),FALSE,0.9,2,3011543,Mezoneuron ouenense,(Guillaumin) R.Clark,Species,Accepted,NA,77222023-1,3011543,0,20,1,NA
Guettarda wayaensis,R.O.Gardner,CR,Fuzzy (edit distance),FALSE,0.9,2,93370,Guettarda wagapensis,Guillaumin,Species,Accepted,NA,752107-1,93370,10,1,1,NA
Solanum forskalii,Dunal,LC,Fuzzy (phonetic),FALSE,0.944,1,3031875,Solanum forskaolii,Dunal,Species,Accepted,NA,819243-1,3031875,0,5,1,NA
Solanum cyaneo-purpureum,De Wild.,LC,Fuzzy (phonetic),FALSE,0.958,1,3031745,Solanum cyaneopurpureum,De Wild.,Species,Accepted,NA,818886-1,3031745,0,8,1,NA
Genista thyrrena,Vals.,LC,Fuzzy (edit distance),FALSE,0.875,2,2819639,Genista tyrrhena,Vals.,Species,Accepted,NA,957852-1,2819639,0,5,1,NA
Annesorhiza burttii,B.-E.van Wyk,LC,Fuzzy (phonetic),FALSE,0.947,1,2640725,Annesorhiza burtii,B.-E.van Wyk,Species,Accepted,NA,20006670-1,2640725,0,12,1,NA
Dorstenia marijanmatokii,Eb.Fisch. &amp; Killmann,LC,Fuzzy (phonetic),FALSE,0.96,1,3002070,Dorstenia marijan-matokii,Eb.Fisch. & Killmann,Species,Accepted,NA,77147576-1,3002070,4,11,1,NA
Psydrax parviflora,(Afzel.) Bridson,LC,Fuzzy (edit distance),FALSE,0.895,2,170277,Psydrax parviflorus,(Afzel.) Bridson,Species,Accepted,NA,915418-1,170277,0,16,1,NA
Disperis natascha-oppeltae,"Eb.Fisch., Killmann, Delep. &amp; J.-P.Lebel",LC,Fuzzy (edit distance),FALSE,0.963,1,490081,Disperis natascha-oppeltiae,"Eb.Fisch., Killmann, Delep. & J.-P.Lebel",Species,Accepted,NA,77140975-1,490081,4,29,1,NA
Habenaria lehae,"Eb.Fisch., Killmann, Leh, Delep. &amp; J.-P.Lebel",LC,Fuzzy (phonetic),FALSE,0.938,1,490778,Habenaria lehiae,"Eb.Fisch., Killmann, Leh, Lebel & Delep.",Species,Accepted,NA,77141770-1,490778,17,26,1,NA
Embelia nummularifolia,Baker,VU,Fuzzy (phonetic),FALSE,0.957,1,2788142,Embelia nummulariifolia,Baker,Species,Accepted,NA,588409-1,2788142,0,5,1,NA
Ardisia alabastro-alata,Taton,VU,Fuzzy (phonetic),FALSE,0.957,1,2647512,Ardisia alabastroalata,Taton,Species,Accepted,NA,586699-1,2647512,0,5,1,NA
Vepris oubanguiensis,(Aubr�v. & Pellegr.) Onana,EN,Fuzzy (phonetic),FALSE,0.95,1,3003667,Vepris oubanguensis,(Aubrév. & Pellegr.) Onana,Species,Accepted,NA,77149115-1,3003667,NA,-1,1,NA
Craterosiphon montanum,Domke,EN,Fuzzy (edit distance),FALSE,0.955,1,2742294,Craterosiphon montanus,Domke,Species,Accepted,NA,831087-1,2742294,0,5,1,NA
Synsepalum letouzei,Aubr�v.,NT,Fuzzy (edit distance),FALSE,0.95,1,199122,Synsepalum letouzeyi,Aubrév.,Species,Accepted,NA,789929-1,199122,NA,-1,1,NA
Cenchrus setiger,Vahl.,LC,Fuzzy (edit distance),FALSE,0.889,2,404017,Cenchrus setigerus,Vahl,Species,Accepted,NA,321572-2,404017,1,4,1,NA
Allium iatrouinum,Trigas,CR,Fuzzy (phonetic),TRUE,0.941,1,524677,Allium iatrouanum,Trigas,Species,Unplaced,NA,77160883-1,NA,0,6,1,NA
Grevillea bronwenae,Keighery,LC,Fuzzy (phonetic),FALSE,0.95,1,2832179,Grevillea bronweniae,Keighery,Species,Accepted,NA,939577-1,2832179,0,8,1,NA
Grevillea christineae,McGill.,VU,Fuzzy (phonetic),FALSE,0.952,1,2832206,Grevillea christiniae,McGill.,Species,Accepted,NA,929596-1,2832206,0,7,1,NA
Serruria adscendens,(Lam.) R.Br.,NT,Fuzzy (edit distance),FALSE,0.947,1,2600753,Serruria ascendens,(Lam.) R.Br.,Species,Accepted,NA,706482-1,2600753,0,12,1,NA
Sorocephalus clavigerus,(Salisb. ex Knight) Hutch.,EN,Fuzzy (edit distance),FALSE,0.913,2,2600969,Sorocephalus claviger,(Knight) Hutch.,Species,Accepted,NA,706681-1,2600969,11,14,1,NA
Cynanchum freemani,(N.E.Br.) Woodson,EN,Fuzzy (phonetic),FALSE,0.947,1,503650,Cynanchum freemanii,(N.E.Br.) Woodson,Species,Synonym,TRUE,74118-2,508905,0,17,1,NA
Inversodicraea pepehabai,Cheek,EN,Fuzzy (phonetic),FALSE,0.958,1,3035735,Inversodicraea pepehabae,Cheek,Species,Accepted,NA,60473136-2,3035735,0,5,1,NA
Ligusticum scoticum,L.,LC,Fuzzy (edit distance),FALSE,0.95,1,2343883,Ligusticum scothicum,L.,Species,Accepted,NA,844602-1,2343883,0,2,1,NA
Aframomum elliotii,(Baker) K.Schum.,DD,Fuzzy (phonetic),FALSE,0.947,1,218370,Aframomum elliottii,(Baker) K.Schum.,Species,Accepted,NA,871848-1,218370,0,16,1,NA
Aframomum makandense,Dhetchuvi,VU,Fuzzy (edit distance),FALSE,0.905,2,218395,Aframomum makandensis,Dhetchuvi,Species,Accepted,NA,984068-1,218395,0,9,1,NA
Meistera yunnanensis,(S.Q.Tong) �kornick. &amp; M.F.Newman,EN,Fuzzy (phonetic),FALSE,0.9,2,530474,Meistera yunannensis,(S.Q.Tong) Škorničk. & M.F.Newman,Species,Accepted,NA,77178253-1,530474,NA,-1,1,NA
Boesenbergia albolutea,(Baker) Schltr.,DD,Fuzzy (edit distance),FALSE,0.913,2,221809,Boesenbergia albolutens,(Baker) Schltr.,Species,Accepted,NA,872186-1,221809,0,15,1,NA
Burbidgea longilora,(Ridl.) R.M.Sm.,VU,Fuzzy (edit distance),FALSE,0.95,1,222612,Burbidgea longiflora,(Ridl.) R.M.Sm.,Species,Accepted,NA,872231-1,222612,0,15,1,NA
Globba franciscii,Ridl.,LC,Fuzzy (phonetic),FALSE,0.941,1,247081,Globba francisci,Ridl.,Species,Accepted,NA,872541-1,247081,0,5,1,NA
Haplochorema decus-sylvae,(Hallier f.) Valeton,LC,Fuzzy (phonetic),FALSE,0.96,1,247969,Haplochorema decus-silvae,(Hallier f.) Valeton,Species,Synonym,TRUE,872582-1,539191,0,20,1,NA
Pleuranthodium piundaundensis,(P.Royen) R.M.Sm.,LC,Fuzzy (edit distance),FALSE,0.931,2,259154,Pleuranthodium piundaundense,(P.Royen) R.M.Sm.,Species,Accepted,NA,962520-1,259154,0,17,1,NA
Yucca treculeana,Carri�re,VU,Fuzzy (phonetic),FALSE,0.938,1,291691,Yucca treculiana,Carrière,Species,Accepted,NA,543799-1,291691,NA,-1,1,NA
Zingiber macradenia,K.Schum.,VU,Fuzzy (edit distance),FALSE,0.9,2,273323,Zingiber macradenium,K.Schum.,Species,Accepted,NA,798355-1,273323,0,8,1,NA
Hakea cygna,Lamont,VU,Fuzzy (edit distance),FALSE,0.833,2,2837659,Hakea cygnus,Lamont,Species,Accepted,NA,932116-1,2837659,0,6,1,NA
Hakea rhombales,F.Muell.,LC,Fuzzy (phonetic),FALSE,0.933,1,2837843,Hakea rhombalis,F.Muell.,Species,Accepted,NA,704313-1,2837843,0,8,1,NA
Lathyrus bauhinii,Genty,LC,Fuzzy (phonetic),FALSE,0.941,1,2350905,Lathyrus bauhini,P.A.Genty,Species,Accepted,NA,501605-1,2350905,4,5,1,NA
Trianthema mozambiquensis,H.E.K.Hartmann &amp; Liede,DD,Fuzzy (edit distance),FALSE,0.92,2,2905301,Trianthema mozambiquense,H.E.K.Hartmann & Liede,Species,Accepted,NA,77112545-1,2905301,4,16,1,NA
Stenostomum albobruneum,(Urb. &amp; Ekman) Borhidi,CR,Fuzzy (phonetic),FALSE,0.958,1,197573,Stenostomum albobrunneum,(Urb. & Ekman) Borhidi,Species,Accepted,NA,1140316-2,197573,4,15,1,NA
Tripsacum cundinamarcae,de Wet &amp; Timothy,DD,Fuzzy (edit distance),FALSE,0.957,1,447547,Tripsacum cundinamarce,De Wet & Timothy,Species,Accepted,NA,258691-2,447547,5,8,1,NA
Streptocarpus cynandrus,B.L.Burtt,LC,Fuzzy (edit distance),FALSE,0.958,1,2588061,Streptocarpus cyanandrus,B.L.Burtt,Species,Accepted,NA,382896-1,2588061,0,9,1,NA
Agave potrerana,Trel.,VU,Fuzzy (phonetic),FALSE,0.938,1,294113,Agave potreriana,Trel.,Species,Accepted,NA,6650-2,294113,0,5,1,NA
Agave promontori,Trel.,CR,Fuzzy (phonetic),FALSE,0.941,1,294119,Agave promontorii,Trel.,Species,Synonym,TRUE,6654-2,519695,0,5,1,NA
Inversodicraea tchouti,Cheek,CR,Fuzzy (phonetic),FALSE,0.957,1,3015108,Inversodicraea tchoutoi,Cheek,Species,Accepted,NA,77163397-1,3015108,0,5,1,NA
Citharexylum bourgeauianum,Greenm.,CR,Fuzzy (phonetic),FALSE,0.962,1,41142,Citharexylum bourgeauanum,Greenm.,Species,Accepted,NA,59424-2,41142,0,7,1,NA
Terminalia namorokensis,H.Perrier,VU,Fuzzy (edit distance),FALSE,0.917,2,2434370,Terminalia narnorokensis,H.Perrier,Species,Accepted,NA,171266-1,2434370,0,9,1,NA
Ternstroemia maltbyi,Rose,VU,Fuzzy (phonetic),FALSE,0.95,1,2520678,Ternstroemia maltbya,Rose,Species,Accepted,NA,250732-2,2520678,0,4,1,NA
Tetrapterocarpon septentrionalis,Du Puy &amp; R.Rabev.,EN,Fuzzy (edit distance),FALSE,0.938,2,2443851,Tetrapterocarpon septentrionale,Du Puy & R.Rabev.,Species,Accepted,NA,20004546-1,2443851,4,9,1,NA
Aristolochia pseudo-triangularis,O.C.Schmidt,DD,Fuzzy (phonetic),FALSE,0.969,1,2651804,Aristolochia pseudotriangularis,O.C.Schmidt,Species,Accepted,NA,19592-2,2651804,0,11,1,NA
Grewia mahafaliensis,Capuron,EN,Fuzzy (edit distance),FALSE,0.9,2,2833383,Grewia sahafariensis,Capuron & Mabb.,Species,Accepted,NA,1012023-1,2833383,8,7,1,NA
Dichaetanthera tsaratananensis,Jum. &amp; H.Perrier,EN,Fuzzy (edit distance),FALSE,0.933,2,3022321,Dichaetanthera tsaratanensis,Jum. & H.Perrier,Species,Accepted,NA,568235-1,3022321,4,10,1,NA
Homalium brachystylum,(Tul.) Baill.,LC,Fuzzy (edit distance),FALSE,0.905,2,2925149,Homalium brachystylis,(Tul.) Baill.,Species,Accepted,NA,779766-1,2925149,0,13,1,NA
Brownea enricii,Qui�ones,LC,Fuzzy (phonetic),FALSE,0.933,1,2683856,Brownea enrici,Quiñones,Species,Accepted,NA,303641-2,2683856,NA,-1,1,NA
Liparis warpuri,Rolfe,EN,Fuzzy (phonetic),FALSE,0.938,1,113280,Liparis warpurii,Rolfe,Species,Accepted,NA,641279-1,113280,0,5,1,NA
Myrosmodes nubigenum,Rchb.f.,LC,Fuzzy (edit distance),FALSE,0.9,2,132070,Myrosmodes nubigena,Rchb.f.,Species,Accepted,NA,645066-1,132070,0,7,1,NA
Myrosmodes rostratum,(Rchb.f.) Garay,DD,Fuzzy (edit distance),FALSE,0.9,2,132074,Myrosmodes rostrata,(Rchb.f.) Garay,Species,Accepted,NA,645069-1,132074,0,15,1,NA
Myrosmodes rhynchocarpum,(Schltr.) Garay,LC,Fuzzy (edit distance),FALSE,0.917,2,132073,Myrosmodes rhynchocarpa,(Schltr.) Garay,Species,Accepted,NA,645068-1,132073,0,15,1,NA
Loricaria thyoides,Sch.Bip.,LC,Fuzzy (phonetic),FALSE,0.947,1,3087710,Loricaria thuyoides,(Lam.) Sch.Bip.,Species,Synonym,TRUE,231180-1,3284171,7,8,1,NA
Weinmannia trianaea,Wedd.,LC,Fuzzy (phonetic),FALSE,0.947,1,2464924,Weinmannia trianae,Wedd.,Species,Accepted,NA,268328-2,2464924,0,5,1,NA
Oreanthes glanduliferus,A.C. Sm.,EN,Fuzzy (edit distance),FALSE,0.913,2,2387192,Oreanthes glandulifer,A.C.Sm.,Species,Accepted,NA,175808-2,2387192,1,4,1,NA
Thibaudia joergensenii,A.C. Sm.,EN,Fuzzy (phonetic),FALSE,0.955,1,2433703,Thibaudia jorgensenii,A.C.Sm.,Species,Accepted,NA,252635-2,2433703,1,4,1,NA
Mniodes pulvinata,Cuatrec.,LC,Fuzzy (edit distance),FALSE,0.895,2,3087804,Mniodes pulvinulata,Cuatrec.,Species,Accepted,NA,162931-2,3087804,0,8,1,NA
Paranephelius ferreyrii,H. Rob.,NT,Fuzzy (phonetic),FALSE,0.913,2,3056055,Paranephelius ferreyrae,H.Rob.,Species,Synonym,NA,183008-2,3056062,1,4,1,NA
Nototriche tovari,Krapov.,EN,Fuzzy (phonetic),FALSE,0.944,1,2384648,Nototriche tovarii,Krapov.,Species,Accepted,NA,170889-2,2384648,0,7,1,NA
Krapfia gusmanii,(Humb. ex Caldas) Standl. &amp; J.F. Macbr.,LC,Fuzzy (phonetic),FALSE,0.941,1,2335377,Krapfia gusmannii,(Humb. ex Caldas) Standl. & J.F.Macbr.,Species,Synonym,TRUE,133908-2,2529117,5,27,1,NA
Sphenostemon papuanum,(Lauterb.) Steenis &amp; Erdtman,LC,Fuzzy (edit distance),FALSE,0.952,1,2473692,Sphenostemon papuanus,(Lauterb.) Steenis & Erdtman,Species,Accepted,NA,83979-1,2473692,4,20,1,NA
Psydrax odorata,(G.Forst.) A.C.Sm. &amp; S.P.Darwin,LC,Fuzzy (edit distance),FALSE,0.875,2,170275,Psydrax odoratus,(G.Forst.) A.C.Sm. & S.P.Darwin,Species,Accepted,NA,945364-1,170275,4,20,1,NA
Cosmibuena valerioi,(Standl.) C.M.Taylor,LC,Fuzzy (phonetic),FALSE,0.947,1,48357,Cosmibuena valerii,(Standl.) C.M.Taylor,Species,Accepted,NA,964800-1,48357,0,20,1,NA
Cephalanthus tetrandra,(Roxb.) Ridsdale &amp; Bakh.f.,LC,Fuzzy (edit distance),FALSE,0.913,2,36744,Cephalanthus tetrandrus,(Roxb.) Ridsdale & Bakh.f.,Species,Accepted,NA,746238-1,36744,4,18,1,NA
Semecarpus calcicolus,Kochummen,VU,Fuzzy (edit distance),FALSE,0.905,2,2479762,Semecarpus calcicola,Kochummen,Species,Accepted,NA,991555-1,2479762,0,9,1,NA
Leptochloa caerulescens,Steud.,LC,Fuzzy (phonetic),FALSE,0.957,1,422234,Leptochloa coerulescens,Steud.,Species,Accepted,NA,407078-1,422234,0,6,1,NA
Bourreria veracruzana,G.Campos-R�os &amp; F.Chiang,EX,Fuzzy (phonetic),FALSE,0.955,1,2905576,Bourreria veracruziana,G.Campos & F.Chiang,Species,Synonym,NA,60455013-2,2680855,NA,-1,1,NA
Sphenostemon pachycladum,Baill.,LC,Fuzzy (edit distance),FALSE,0.958,1,2473668,Sphenostemon pachycladus,Baill.,Species,Accepted,NA,83978-1,2473668,0,6,1,NA
Ambavia gerrardii,(Baill.) Le Thomas,LC,Fuzzy (phonetic),FALSE,0.941,1,2633289,Ambavia gerrardi,(Baill.) Le Thomas,Species,Accepted,NA,72022-1,2633289,0,18,1,NA
Canarium multinervis,"Daly, Raharim. &amp; Federman",EN,Fuzzy (edit distance),FALSE,0.9,2,3008981,Canarium multinerve,"Daly, Raharim. & Federman",Species,Accepted,NA,77153461-1,3008981,4,16,1,NA
Canarium subsidiarum,"Daly, Raharim. &amp; Federman",EN,Fuzzy (phonetic),FALSE,0.9,2,3008834,Canarium subsidarium,"Daly, Raharim. & Federman",Species,Accepted,NA,77153469-1,3008834,4,16,1,NA
Canarium subtilis,"Daly, Raharim. &amp; Federman",EN,Fuzzy (edit distance),FALSE,0.882,2,3009058,Canarium subtile,"Daly, Raharim. & Federman",Species,Accepted,NA,77153470-1,3009058,4,16,1,NA
Dicoryphe buddleoides,Baker,VU,Fuzzy (edit distance),FALSE,0.955,1,2766811,Dicoryphe buddlejoides,Baker,Species,Accepted,NA,430597-1,2766811,0,5,1,NA
Inga bourgonii,(Aubl.) DC.,LC,Fuzzy (phonetic),FALSE,0.929,1,2865065,Inga bourgoni,(Aubl.) DC.,Species,Accepted,NA,500286-1,2865065,0,11,1,NA
Inga vilosissima,Benth.,LC,Fuzzy (phonetic),FALSE,0.941,1,2865867,Inga villosissima,Benth.,Species,Accepted,NA,128820-2,2865867,0,6,1,NA
Malleastrum mocquerysi,(Aug.DC.) J.-F.Leroy,CR,Fuzzy (phonetic),FALSE,0.957,1,2505084,Malleastrum mocquerysii,(C.DC.) J.-F.Leroy,Species,Accepted,NA,578934-1,2505084,3,16,1,NA
Tambourissa castri-delphinii,Cavaco,LC,Fuzzy (phonetic),FALSE,0.964,1,2515605,Tambourissa castri-delphini,Cavaco,Species,Accepted,NA,582447-1,2515605,0,6,1,NA
Pandanus darainensis,Callm.,CR,Fuzzy (edit distance),FALSE,0.95,1,286481,Pandanus darwinensis,H.St.John,Species,Accepted,NA,670884-1,286481,9,1,1,NA
Pittosporum bullato-ferrugineum,Cufod.,EN,Fuzzy (phonetic),FALSE,0.968,1,2571015,Pittosporum bullatoferrugineum,Cufod.,Species,Accepted,NA,684395-1,2571015,0,6,1,NA
Zanthoxylum laurenti,(De Wild.) P.G.Waterman,NT,Fuzzy (phonetic),FALSE,0.952,1,2469470,Zanthoxylum laurentii,(De Wild.) P.G.Waterman,Species,Accepted,NA,775810-1,2469470,0,23,1,NA
Linochilus eriophoruus,(Wedd.) Saldivia &amp; O.M.Vargas,LC,Fuzzy (phonetic),FALSE,0.955,1,3236328,Linochilus eriophorus,(Wedd.) Saldivia & O.M.Vargas,Species,Accepted,NA,77203473-1,3236328,4,18,1,NA
Gigasiphon humblotianus,(Baill.) Drake,EN,Fuzzy (edit distance),FALSE,0.957,1,2825231,Gigasiphon humblotianum,(Baill.) Drake,Species,Accepted,NA,496528-1,2825231,0,14,1,NA
Monoon chloraxanthum,Miq.,DD,Fuzzy (phonetic),FALSE,0.95,1,2365362,Monoon chloroxanthum,Miq.,Species,Accepted,NA,74155-1,2365362,0,4,1,NA
Antirhea novobritanniensis,(M.E.Jansen) Chaw,EN,Fuzzy (phonetic),FALSE,0.963,1,12450,Antirhea novobrittanniensis,(M.E.Jansen) Chaw,Species,Synonym,TRUE,969414-1,545877,0,17,1,NA
Schizozygia coffaeoides,Baill.,LC,Fuzzy (phonetic),FALSE,0.957,1,188193,Schizozygia coffeoides,Baill.,Species,Accepted,NA,81764-1,188193,0,6,1,NA
Litsea aureo-sericea,Kosterm.,CR,Fuzzy (phonetic),FALSE,0.95,1,2351595,Litsea aureosericea,Kosterm.,Species,Synonym,TRUE,465521-1,2351596,0,8,1,NA
Heptapleurum carolii,(Harms) Lowry &amp; G.M.Plunkett,DD,Fuzzy (phonetic),FALSE,0.95,1,540289,Heptapleurum caroli,(Harms) Lowry & G.M.Plunkett,Species,Accepted,NA,77213434-1,540289,4,15,1,NA
Heptapleurum rudolfii,(Harms) G.M.Plunkett &amp; Lowry,DD,Fuzzy (phonetic),FALSE,0.952,1,547984,Heptapleurum rudolfi,(Harms) G.M.Plunkett & Lowry,Species,Accepted,NA,77213689-1,547984,4,22,1,NA
Maytenus aquifolia,Mart.,LC,Fuzzy (edit distance),FALSE,0.895,2,2360158,Maytenus aquifolium,Mart.,Species,Accepted,NA,161815-1,2360158,0,5,1,NA
Connarus longistipitatus,Gilg,LC,Fuzzy (phonetic),FALSE,0.958,1,2734328,Connarus longestipitatus,Gilg,Species,Accepted,NA,264400-1,2734328,0,4,1,NA
