scientific_name,authority,category
Rhododendron jucundum,Balf.f. &amp; W. Smith,VU
Rhododendron rex,H.Lév.,LR/nt
Salix magnifica,Hemsl.,VU
Sorbus amabilis,Cheng ex Yu,VU
Tapiscia sinensis,Oliv.,VU
Tsuga forrestii,Downie,VU
Ulmus chenmoui,Cheng,EN
Ulmus elongata,L.K. Fu &amp; C.S. Ding,VU
Ulmus gaussenii,Cheng,CR
Vatica mangachapoi,Blanco,VU
Zenia insignis,Chun,LR/nt
Abies fanjingshanensis,"W.L.Huang, Y.L.Tu &amp; S.Z.Fang",EN
Hopea exalata,"W.T.Lin, Y.Y.Yang &amp; Q.S.Hsue",VU
Deutzianthus tonkinensis,Gagnep.,LR/nt
Alseodaphnopsis hainanensis,(Merr.) H.W.Li &amp; J.Li,EN
Aglaia dasyclada,F.C.How &amp; T.C.Chen,VU
Paranephelium hainanensis,H.S. Lo,EN
Sonneratia hainanensis,"W.C.Ko, E.Y.Chen &amp; W.Y.Chen",CR
Changiostyrax dolichocarpus,(C.J.Qi) Tao Chen,VU
Camellia pubipetala,Y.Wan &amp; S.Z.Huang,EN
Alseodaphnopsis rugosa,(Merr. &amp; Chun) H.W.Li &amp; J.Li,EN
Parashorea chinensis,Wang Hsie,EN
Picea chihuahuana,Martínez,EN
Cordia dodecandra,DC.,LC
Duguetia schulzii,Jans.-Jac.,DD
Styrax tafelbergensis,Maguire,VU
Apeiba intermedia,Uittien,DD
Endlicheria punctulata,(Mez) C.K.Allen,LC
Mezilaurus ita-uba,(Meisn.) Taub. ex Mez,VU
Ocotea aciphylla,(Nees &amp; Mart.) Mez,LC
Mespilodaphne cymbarum,(Kunth) Trofimov,LC
Ocotea puberula,(Rich.) Nees,LR/lc
Tabernaemontana persicariifolia,Jacq.,EN
Memecylon lawsonii,Gamble,VU
Nothofagus stylosa,Steenis,CR
Byrsophyllum tetrandrum,(Bedd.) Bedd.,EN
Elaeocarpus venustus,Bedd.,CR
Eugenia floccosa,Beddome,EN
Berberis nilghiriensis,Ahrendt,CR
Juniperus comitana,Martínez,EN
Juniperus standleyi,Steyerm.,EN
Terminalia bucidoides,Standley &amp; L.O.Williams,LC
Polyscias rodriguesiana,(Marais) Lowry &amp; G.M.Plunkett,CR
Dalbergia melanoxylon,Guill. &amp; Perr.,NT
Gymnacranthera canarica,(King) Warb.,VU
Hopea helferi,(Dyer) Brandis,EN
Grias multinervia,Cuatrec.,VU
Gustavia foliosa,Cuatrec.,VU
Lonchocarpus santarosanus,Donn.Sm.,VU
Pimenta paganii,(Krug &amp; Urb.) Flickinger,CR
Inga dominicensis,Benth.,VU
Nectandra krugii,Mez,NT
Freziera cordata,Tul.,VU
Cupressus sempervirens,L.,LC
Swietenia mahagoni,(L.) Jacq.,NT
Campnosperma zeylanica,Thwaites,VU
Semecarpus acuminata,Thwaites,EN
Semecarpus coriacea,Thwaites,EN
Semecarpus gardneri,Thwaites,VU
Semecarpus marginata,Thwaites,VU
Semecarpus moonii,Thwaites,VU
Semecarpus nigro-viridis,Thwaites,VU
Semecarpus obovata,Moon,VU
Semecarpus pubescens,Thwaites,VU
Semecarpus subpeltata,Thwaites,VU
Semecarpus walkeri,Hook.f.,VU
Anodendron rhinosporum,Thwaites,CR
Willughbeia cirrhifera,Abeyw.,VU
Miliusa zeylanica,Gardner ex Hook.f. &amp; Thomson,VU
Monoon acuminatum,(Thwaites) B.Xue &amp; R.M.K.Saunders,VU
Goniothalamus gardneri,Hook.f. &amp; Thomson,EN
Goniothalamus hookeri,Thwaites,VU
Goniothalamus salicinus,Hook.f. &amp; Thomson,VU
Cullenia ceylanica,(Gardner) Schumann,VU
Stemonoporus oblongifolius,Thwaites,EN
Euonymus thwaitesii,Lawson,EN
Elaeocarpus ceylanicus,(Arn.) Mast.,EN
Agrostistachys hookeri,(Thwaites) Hook.f.,CR
Chaetocarpus pubescens,(Thwaites) Hook.f.,CR
Sauropus assimilis,Thwaites,CR
Hydnocarpus octandra,Thwaites,VU
Actinodaphne albifrons,Kosterm.,VU
Cinnamomum citriodorum,Thwaites,EN
Cryptocarya membranacea,Thwaites,EN
Litsea nemoralis,(Thwaites) Hook.f.,EN
Crudia zeylanica,(Thwaites) Benth.,CR
Dicellostyles axillaris,(Thwaites) Bedd.,CR
Memecylon ellipticum,Thwaites,EN
Memecylon gracillimum,Alston,EN
Memecylon macrocarpum,Thwaites,VU
Memecylon orbiculare,Thwaites,CR
Memecylon ovoideum,Thwaites,VU
Memecylon revolutum,Thwaites,EN
Memecylon rotundatum,(Thwaites) Cogn.,VU
Byrsophyllum ellipticum,(Thwaites) Bedd.,VU
Dichilanthe zeylanica,Thwaites,EN
Lasianthus rhinophyllus,(Thwaites) Thwaites,CR
Nargedia macrocarpa,Bedd.,VU
Psychotria glandulifera,Thwaites ex Hook.f.,EN
Psychotria longipetiolata,Thwaites,EN
Psychotria plurivenia,Thwaites,EN
Psychotria stenophylla,(Thwaites) Hook.f.,VU
Saprosma scabrida,(Thwaites) Bedd.,EN
Diplospora erythrospora,(Thwaites) Bedd.,CR
Madhuca moonii,(Thwaites) H.J.Lam,VU
Palaquium thwaitesii,Trimen,EN
Canarium zeylanicum,(Retz.) Blume,VU
Mastixia tetrandra,(Wight ex Thwaites) C.B. Clarke,VU
Elaeocarpus glandulifer,(Hook. ex Wight) Mast.,VU
Elaeocarpus subvillosus,Arn.,VU
Erythroxylum obtusifolium,Hook.f.,VU
Agrostistachys coriacea,Alston,VU
Antidesma pyrifolium,Muell.Arg.,VU
Aporosa lanceolata,(Tul.) Thwaites,VU
Bridelia moonii,Thwaites,VU
Chaetocarpus coriaceus,Thwaites,VU
Cleistanthus ferrugineus,Muell.Arg.,VU
Mallotus fuscescens,(Thwaites) Müll.Arg.,VU
Beilschmiedia zeylanica,Trimen,VU
Cryptocarya wightiana,Thwaites,VU
Litsea gardneri,Meissner,VU
Litsea iteodaphne,(Nees) Hook.f.,VU
Gaertnera rosea,Thwaites ex Benth.,VU
Strychnos tetragona,A.W.Hill,CR
Axinandra zeylanica,Thwaites,VU
Memecylon arnottianum,Wight ex Thwaites,CR
Memecylon elegantulum,Thwaites,CR
Memecylon gardneri,Thwaites,CR
Memecylon rostratum,Thwaites,VU
Dysoxylum championii,Hook.f. &amp; Thomson ex Thwaites,VU
Hortonia angustifolia,Trimen,CR
Myristica ceylanica,A. DC.,VU
Rapanea ceylanica,Mez,CR
Psydrax dicoccos,Gaertn.,VU
Ixora jucunda,Thwaites,VU
Lasianthus oliganthus,Thwaites,LR/cd
Psychotria dubia,(Wight) Alston,VU
Allophylus hispidus,(Thwaites) Trimen,CR
Allophylus zeylanicus,L.,VU
Glenniea unijuga,(Thwaites) Radlk.,VU
Madhuca fulva,(Thwaites) J.F.Macbr.,VU
Trichadenia zeylanica,Thwaites,VU
Bhesa nitidissima,Kosterm.,CR
Copaifera epunctata,Amshoff,VU
Poecilanthe ovalifolia,Kleinhoonte,VU
Couratari sandwithii,Prance,VU
Inga calanthoides,Amshoff,VU
Syzygium andamanicum,(King) Balakr.,CR
Syzygium manii,(King) Balakr.,CR
Tarenna monosperma,(Wight &amp; Arn.) D.C.S.Raju,EN
Pinus merkusii,Jungh. &amp; de Vriese,VU
Parashorea stellata,Kurz,VU
Crateva religiosa,G.Forster,LC
Pinus nelsonii,Shaw,EN
Pinus pinceana,Gord.,LC
Pinus greggii,Engelm. ex Parl.,VU
Pinus culminicola,Andresen &amp; Beaman,EN
Pisonia donnellsmithii,Heimerl ex Standl.,VU
Eugenia pachychlamys,J.D. Smith,DD
Eugenia jutiapensis,Standley &amp; Steyerm.,DD
Jatropha chamelensis,Pérez-Jim.,EN
Vepris samburuensis,Kokwaro,EN
Terminalia tetraptera,(Wickens) Gere &amp; Boatwr.,VU
Mangifera rufocostata,Kosterm.,VU
Moringa arborea,Verdc.,DD
Ocotea argylei,Robyns,VU
Polyscias dichroostachya,Baker,EN
Cupania mollis,Standl.,LC
Randia pleiomeris,Standl.,DD
Symplocos tacanensis,Lundell,VU
Aegiphila fasciculata,Donn.Sm.,LC
Rinorea squamata,S.F. Blake,LR/nt
Eugenia uxpanapensis,P.E. Sanchez &amp; L.M. Ortega,EN
Chukrasia tabularis,A. Juss.,LC
Engelhardtia spicata,Lechen ex Blume,LR/lc
Otoba acuminata,(Standl.) A.Gentry,LR/nt
Hernandia hammelii,D'Arcy,DD
Moquilea fasciculata,(Prance) Sothers &amp; Prance,LC
Leptobalanus morii,(Prance) Sothers &amp; Prance,LC
Inga allenii,J.León,VU
Lennea viridiflora,Seem.,LC
Machaerium cirrhiferum,Pitt.,LC
Senna caudata,(Standl.) H.S.Irwin &amp; Barneby,NT
Guarea macropetala,Penn.,VU
Bunchosia hartwegiana,Benth.,LC
Bunchosia tutensis,Dobson,DD
Pterandra isthmica,Cuatrec. &amp; Croat,EN
Spachea correae,Cuatrec. &amp; Croat,VU
Phyllanthus gentryi,Webster,EN
Crossopetalum parviflorum,(Hemsley) Lundell,LC
Monteverdia jefeana,(Lundell) Biral,VU
Zinowiewia micrantha,Lund.,DD
Meliosma cordata,A.H.Gentry,DD
Meliosma linearifolia,A.H.Gentry,EN
Hampea dukei,A. Robyns,DD
Matisia dolichosiphon,(A.Robyns &amp; S.Nilsson) W.S.Alverson,DD
Matisia jefensis,(A.Robyns &amp; S.Nilsson) W.S.Alverson,CR
Quiina colonensis,(D'Arcy) D'Arcy,VU
Calophyllum nubicola,D'Arcy &amp; R.C.Keating,VU
Clusia croatii,D'Arcy,VU
Chrysochlamys membrillensis,(D'Arcy) Hammel,DD
Mammea immansueta,D'Arcy,LC
Graffenrieda bella,Almeda,LR/nt
Pouteria congestifolia,Pilz,VU
Malouetia isthmica,Markgr. ex A.H.Gentry,VU
Cordia protracta,I.M.Johnst.,EN
Parmentiera cereifera,Seem.,LC
Parmentiera dressleri,A.H.Gentry,EN
Polyscias aemiliguineae,Bernardi,CR
Polyscias neraudiana,(Drake) Harms ex R.Vig.,CR
Polyscias gracilis,Marais,CR
Polyscias mauritiana,Marais,EN
Polyscias paniculata,(DC.) Baker,CR
Ochrosia borbonica,J.F.Gmel.,EN
Pisonia sechellarum,F.Friedmann,EN
Monodora unwinii,Hutch. &amp; Dalz.,VU
Piptostigma giganteum,Hutch. &amp; Dalz.,VU
Xylopia talbotii,Exell,DD
Dactyladenia dichotoma,(De Wild.) Prance &amp; F.White,CR
Dactyladenia eketensis,(De Wild.) Prance &amp; F.White,CR
Drypetes obanensis,S.Moore,VU
Crateranthus talbotii,Baker f.,VU
Napoleonaea lutea,Baker f. ex Hutch. &amp; Dalziel,CR
Napoleonaea reptans,Baker f. ex Hutch. &amp; Dalziel,CR
Englerodendron obanense,(Baker f.) Estrella &amp; Ojeda,VU
Berlinia coriacea,Keay,LC
Berlinia hollandii,Hutch. &amp; Dalziel,CR
Brachystegia nigerica,Hoyle &amp; A.P.D.Jones,VU
Calpocalyx cauliflorus,Hoyle,VU
Cryptosepalum diphyllum,P.A.Duvign. ex J.Léonard,EN
Hymenostegia bakeriana,Hutch. &amp; Dalziel,VU
Hymenostegia talbotii,Baker f.,CR
Loesenera talbotii,Baker f.,VU
Talbotiella eketensis,Baker f.,EN
Cassipourea eketensis,Baker f.,CR
Belonophora talbotii,(Wernham) Keay,VU
Pourouma oraria,Standl. &amp; Cuatr.,VU
Ixora nigerica,Keay,VU
Eriocoelum oblongum,Keay,LC
Synsepalum glycydora,Wernham,EN
Cola gigas,Baker f.,VU
Cola glabra,Brenan &amp; Keay,VU
Cola nigerica,Brenan &amp; Keay,VU
Cola philipi-jonesii,Brenan &amp; Keay,EN
Scaphopetalum parvifolium,Baker f.,VU
Allexis obanensis,(Baker f.) Melch.,EN
Rinorea keayi,Brenan,LR/nt
Isolona congolana,(De Wild. &amp; T,LC
Isolona dewevrei,Engl. &amp; Diels.,LC
Cordia mukuensis,Taton,VU
Maerua elegans,R.Wilczek,LC
Cleistanthus evrardii,J.Léonard,CR
Beilschmiedia ambigua,Robyns &amp; R. Wilczek,CR
Beilschmiedia bracteata,Robyns &amp; R.Wilczek,CR
Beilschmiedia giorgii,Robyns &amp; R. Wilczek,CR
Beilschmiedia mayumbensis,Robyns &amp; R.Wilczek,EN
Beilschmiedia vermoesenii,Robyns &amp; R.Wilczek,CR
Baphia bergeri,De Wild.,VU
Didelotia unifoliolata,J.Léonard,LC
Deinbollia longiacuminata,Hauman,CR
Placodiscus paniculatus,Hauman,CR
Hannoa kitombetombe,G.C.C.Gilbert,VU
Peddiea kivuensis,Robyns,LR/cd
Allophylus agbala,Hauman,CR
Cordia anisophylla,J.S.Miller,LC
Cordia leslieae,J.S.Miller,VU
Cordia tacarcunensis,J.S.Miller,DD
Cordia correae,J.S.Mill.,EN
Cordia croatii,J.S.Miller,LC
Varronia urticacea,(Standl.) Friesen,CR
Quercus albocincta,Trel.,LC
Quercus bumelioides,Liebm.,LC
Quercus conzattii,Trel.,LC
Quercus depressipes,Trel.,LC
Quercus germana,Schltdl. &amp; Cham.,LC
Quercus invaginata,Trel.,LC
Quercus macdougallii,Martínez,EN
Quercus purulhana,Trel.,NT
Quercus sebifera,Trel.,LC
Quercus skinneri,Benth.,NT
Afrocarpus mannii,(Hook.f.) C.N.Page,VU
Tabernaemontana stenosiphon,Stapf,LR/nt
Dichapetalum bocageanum,(Henriq.) Engl.,VU
Discoclaoxylon occidentale,(Müll.Arg.) Pax &amp; K.Hoffm.,VU
Drypetes glabra,(Pax) Hutch.,VU
Drypetes henriquesii,(Pax) Hutch.,VU
Erythrococca molleri,(Pax) Prain,LR/nt
Homalium henriquesii,Gilg ex Engl.,LR/nt
Leea tinctoria,Lindl. ex Baker,LR/nt
Trichilia grandifolia,Oliver,LR/nt
Staudtia pterocarpa,(Warb.) Warb.,VU
Ouratea quintasii,(Tiegh.) Exell,VU
Pandanus thomensis,Henriq.,VU
Lasiodiscus rozeirae,Exell,VU
Anisophyllea cabole,Henriq.,VU
Pauridiantha insularis,(Hiern) Bremek.,VU
Pavetta monticola,Hiern,VU
Psychotria guerkeana,K.Schum.,VU
Psychotria hierniana,Exell,VU
Vincentella densiflora,(Baker) Pierre,VU
Balthasaria mannii,(Oliv.) Verdc.,CR
Rinorea thomensis,Exell,VU
Ehretia scrobiculata,Hiern,VU
Croton stellulifer,Hutch.,VU
Erythrococca columnaris,(Müll.Arg.) Prain,VU
Grossera elongata,Hutch.,VU
Casearia mannii,Mast.,VU
Pseudotaxus chienii,(W.C Cheng) W.C.Cheng,VU
Hydnocarpus annamensis,(Gagnep.) Lescot &amp; Sleumer,VU
Baphia speciosa,J.B.Gillett & Brummitt,EN
Pinus dalatensis,Ferré,NT
Pinus krempfii,Lecomte,VU
Podocarpus brevifolius,(Stapf) Foxw.,NT
Ginoria nudiflora,(Hemsl.) Koehne,LC
Ludwigia anastomosans,(DC.) H.Hara,VU
Sindora supa,Merr.,VU
Acer erythranthum,Gagnep.,NT
Afzelia xylocarpa,(Kurz) Craib,EN
Alleizettella rubra,Pit.,VU
Aquilaria crassna,Pierre  ex Lecomte,CR
Bennettiodendron cordatum,Merr.,VU
Camellia fleuryi,(A.Chev.) Sealy,EN
Craibiodendron stellatum,(Laness.) W.W.Sm.,LR/lc
Croton touranensis,Gagnep.,VU
Dalbergia tonkinensis,Prain,VU
Dialium cochinchinense,Pierre,LR/nt
Diospyros mun,A.Chev. ex Lecomte,CR
Endiandra hainanensis,Merr. &amp; F.P.Metcalf ex C.K.Allen,EN
Disepalum petelotii,(Merr.) D.M.Johnson,LR/lc
Fagus longipetiolata,Seemen,VU
Illicium ternstroemioides,A.C. Smith,VU
Mouretia tonkinensis,Pit.,VU
Platanus kerrii,Gagnep.,VU
Heptapleurum chapanum,(Harms) Lowry &amp; G.M.Plunkett,VU
Heptapleurum kontumense,(Bui) Lowry &amp; G.M.Plunkett,EN
Heptapleurum palmiforme,(Grushv. &amp; Skvortsova) G.M.Plunkett &amp; Lowry,EN
Cassipourea fanshawei,Torre &amp; Goncalves,CR
Araucaria cunninghamii,Aiton ex A.Cunn.,LC
Araucaria hunsteinii,K.Schum.,NT
Trigonostemon fragilis,(Gagnep.) Airy Shaw,VU
Santiria tomentosa,Blume,LR/lc
Santiria laevigata,Blume,LR/lc
Santiria griffithii,(Hook.f.) Engl.,LR/lc
Dacryodes laxa,(A.W.Benn.) H.J.Lam,LR/lc
Canarium rigidum,(Blume) Zipp. ex Miq.,DD
Dacryodes costata,(A.W.Benn.) H.J.Lam,LR/lc
Anonidium usambarense,R.E. Fries,DD
Annickia kummerae,(Engl. &amp; Diels) Setten &amp; Maas,EN
Greenwayodendron usambaricum,"(Verdc.) Lissambou, O.J.Hardy &amp; Couvreur",EN
Isolona heinsenii,Engl. &amp; Diels,VU
Lettowianthus stellatus,Diels,LC
Goniothalamus rhynchantherus,Dunn,VU
Euonymus assamicus,Blakelock,EN
Polyceratocarpus scheffleri,Engl. &amp; Diels,EN
Toussaintia orientalis,Verdc.,EN
Uvariodendron pycnophyllum,(Diels) R.E.Fr.,EN
Uvariodendron usambarense,R.E.Fr.,EN
Ixonanthes khasiana,Hook.f.,VU
Syzygium bourdillonii,(Gamble) Rathakr. &amp; Nair,EN
Syzygium courtallense,(Gamble) Alston,CR
Quercus convallata,Trel.,LC
Quercus subspathulata,Trel.,LC
Tetrorchidium microphyllum,Huft,DD
Platypterocarpus tanganyikensis,Dunkley &amp; Brenan,EN
Terminalia hoehneana,(N.F.Mattos) Gere &amp; Boatwr.,VU
Terminalia kleinii,(Exell) Gere &amp; Boatwr.,LR/nt
Terminalia latifolia,Sw.,LR/nt
Senegalia manubensis,(J.H.Ross) Kyal. &amp; Boatwr.,VU
Cordyla somalensis,J.B.Gillett,LR/nt
Casearia flavovirens,Blume,VU
Populus ilicifolia,(Engl.) Rouleau,VU
Diospyros amaniensis,Gürke,VU
Croton dictyophlebodes,Radcl.-Sm.,EN
Pycnocoma macrantha,Pax ex Engl.,EN
Sapium triloculare,Pax &amp; Hoffm.,VU
Tetrorchidium ulugurense,Verdc.,CR
Meineckia capillipes,(S.F.Blake) G.L.Webster,VU
Casearia engleri,Gilg,VU
Dovyalis xanthocarpa,Bullock,VU
Homalium gracilipes,Sleumer,VU
Hedyosmum correanum,D'Arcy &amp; Liesner,LC
Hedyosmum burgerianum,D'Arcy &amp; Liesner,DD
Hedyosmum purpurascens,Todzia,VU
Trichocladus goetzei,Engl.,LC
Vismia pauciflora,Milne-Redh.,EN
Alsodeiopsis schumannii,(Engl.) Engl.,LC
Beilschmiedia kweo,(Mildbr.) Robyns &amp; R.Wilczek,LC
Baikiaea ghesquiereana,J.Léonard,EN
Baphia semseiana,Brummitt,EN
Bussea eggelingii,Verdc.,EN
Couepia scottmorii,Prance,DD
Bombacopsis quinata,(Jacq.) Dugand,VU
Isoberlinia scheffleri,(Harms ex Engl.) Greenway,VU
Millettia elongatistyla,J.B.Gillett,VU
Millettia eriocarpa,Dunn,EN
Millettia sacleuxii,Dunn,EN
Millettia schliebenii,Harms,EN
Englerodendron usambarense,Harms,NT
Erythrina schliebenii,Harms,CR
Cynometra filifera,Harms,EN
Cynometra gillmanii,J.Léonard,EN
Dalbergia acariaeantha,Harms,EN
Tessmannia densiflora,Harms,EN
Wendlandia andamanica,Cowan,CR
Sterculia khasiana,Debb. ex Biswas,EX
Adinandra griffithii,Dyer,CR
Drypetes laciniata,(Pax) Hutch.,LR/nt
Haplormosia monophylla,(Harms) Harms,VU
Hexalobus salicifolius,Engl. &amp; Diels,LC
Loesenera kalantha,Harms,VU
Nothospondias staudtii,Engl.,VU
Strychnos chromatoxylon,Leeuwenb.,DD
Helicia amplifolia,Sleumer,LR/nt
Aiouea obscura,van der Werff,VU
Licaria velutina,van der Werff,EN
Damburneya mirafloris,(van der Werff) Trofimov &amp; Rohwer,EN
Pleurothyrium hexaglandulosum,van der Werff,VU
Helicia peltata,C.T.White,CR
Anisophyllea beccariana,(Jack) Baill.,LR/lc
Anisophyllea disticha,(Jack) Baillon,LR/lc
Prosopis laevigata,(Humb. &amp; Bonpl. ex Willd.) M.C.Johnst.,LC
Helicia albiflora,Sleumer,LR/nt
Gonystylus bancanus,(Miq.) Kurz,CR
Gonystylus maingayi,Hook.f.,VU
Knema scortechinii,(King) J.Sinclair,LR/lc
Helicia acutifolia,Sleumer,VU
Delonix regia,(Hook.) Raf.,LC
Albizia plurijuga,(Standley) Britton &amp; Rose,EN
Inga andersonii,McVaugh,CR
Ocotea glaucosericea,Rohwer,LC
Cremastosperma panamense,Maas,NT
Povedadaphne quadriporata,W.C.Burger,VU
Eschweilera amplexifolia,S.A.Mori,CR
Swietenia humilis,Zuccarini,EN
Guaiacum sanctum,L.,NT
Minquartia guianensis,Aubl.,LR/nt
Dalbergia retusa,Hemsl.,CR
Hymenaea torrei,León,VU
Cinnamodendron cubense,Urb.,EN
Garcinia aristata,(Griseb.) Borhidi,EN
Terminalia eriostachya,A.Rich.,EN
Terminalia intermedia,(A. Rich.) Urban,EN
Victorinia regina,(Leon) Leon,CR
Ateleia gummifera,(Bertero ex DC.) D.Dietr.,EN
Behaimia cubensis,Griseb.,EN
Henriettea granularis,(Urb.) Alain,CR
Trichilia trachyantha,C. de Candolle,EN
Vachellia bucheri,(Vict.) Seigler &amp; Ebinger,EN
Calycolpus excisus,(Urban) Bisse,VU
Mozartia maestrensis,Urban,EN
Doerpfeldia cubensis,(Britton) Urb.,EN
Sarcomphalus havanensis,(Kunth) Griseb.,EN
Laplacea curtyana,A.Rich.,CR
Araucaria angustifolia,(Bertol.) Kuntze,CR
Zeyheria tuberculosa,Burman,VU
Pterogyne nitens,Tul.,LR/nt
Ocotea porosa,(Nees &amp; Mart.) Barroso,VU
Mimosa verrucosa,Benth.,LR/nt
Machaerium villosum,Vogel,VU
Joannesia princeps,Vell.,VU
Ilex paraguariensis,A.St.-Hil.,LR/nt
Esenbeckia leiocarpa,Engl.,VU
Dipteryx alata,Vogel,VU
Dalbergia nigra,(Vell.) Allemão ex Benth.,VU
Bertholletia excelsa,Bonpl.,VU
Balfourodendron riedelianum,(Engl.) Engl.,EN
Prosopis kuntzei,Harms ex Kuntze,LC
Polylepis incana,Kunth,VU
Polylepis pauta,Hieron.,VU
Polylepis pepei,B.B.Simpson,VU
Polylepis weberbaueri,Pilg.,VU
Vantanea depleta,McPherson,LC
Caryodaphnopsis burgeri,Zamora &amp; Poveda,NT
Picea martinezii,T.F.Patt.,EN
Mangifera orophila,Kosterm.,VU
Mangifera subsessilifolia,Kosterm.,VU
Cleidiocarpon laurinum,Airy Shaw,EN
Acer undulatum,Pojark.,CR
Anisoptera curtisii,Dyer ex King,VU
Anisoptera scaphula,(Roxb.) Kurz,EN
Dipterocarpus alatus,Roxb.,VU
Dipterocarpus baudii,Korth.,VU
Dipterocarpus bourdillonii,Brandis,CR
Dipterocarpus costatus,C.F.Gaertn.,VU
Dipterocarpus dyeri,Pierre,EN
Dipterocarpus grandiflorus,Blanco,EN
Dipterocarpus kerrii,King,EN
Dipterocarpus obtusifolius,Teijsm. ex Miq.,NT
Dipterocarpus tuberculatus,Roxb.,NT
Dipterocarpus turbinatus,C.F.Gaertn.,VU
Hopea canarensis,Hole,EN
Hopea glabra,Wight &amp; Arn.,EN
Hopea griffithii,Kurz,EN
Hopea oblongifolia,Dyer,DD
Hopea parviflora,Bedd.,LC
Hopea racophloea,Dyer,EN
Hopea utilis,(Bedd.) Bole,EN
Shorea farinosa,C.E.C.Fisch.,EN
Shorea gratissima,(Wall. ex Kurz) Dyer,EN
Shorea obtusa,Wall. ex Blume,NT
Shorea roxburghii,G.Don,VU
Vateria indica,L.,VU
Vatica chinensis,L.,EN
Vatica lanceifolia,(Roxb.) Blume,CR
Afzelia africana,Sm.,VU
Afzelia bipindensis,Harms,VU
Afzelia pachyloba,Harms,VU
Albizia ferruginea,(Guill. &amp; Perr.) Benth.,NT
Anopyxis klaineana,(Pierre) Engl.,VU
Antrocaryon micraster,A.Chev. &amp; Guillaumin,VU
Autranella congolensis,(De Wild.) A.Chev.,EN
Baillonella toxisperma,Pierre,VU
Copaifera salikounda,Heckel,VU
Cordia millenii,Baker,LR/lc
Cordia platythyrsa,Baker,VU
Myristica crassa,King,LR/nt
Maclurodendron porteri,(Hook.f.) T.G.Hartley,LR/cd
Newtonia erlangeri,(Harms) Brenan,EN
Premna maxima,T.C.E.Fr.,EN
Diospyros crassiflora,Hiern,VU
Entandrophragma angolense,(Welw.) C.DC.,NT
Entandrophragma candollei,Harms,VU
Entandrophragma cylindricum,(Sprague) Sprague,VU
Prioria balsamifera,(Vermoesen) Breteler,EN
Guibourtia ehie,(A.Chev.) J.Leonard,LC
Adinandra integerrima,T. Anders,LR/cd
Irvingia gabonensis,(Aubry-Lecomte ex O'Rorke) Baill.,LR/nt
Lophira alata,Banks ex C.F.Gaertn.,VU
Lovoa trichilioides,Harms,LC
Nauclea diderrichii,(De Wild. &amp; T.Durand) Merrill,NT
Pterygota bequaertii,De Wild.,VU
Pterygota macrocarpa,K.Schum.,VU
Bobgunnia fistuloides,(Harms) J.H.Kirkbr. &amp; Wiersema,LC
Terminalia ivorensis,A.Chev.,VU
Tieghemella heckelii,(A.Chev) Pierre ex Dubard,EN
Turraeanthus africana,(Welw.) Pellegr.,VU
Anisoptera laevis,Ridl.,VU
Anisoptera marginata,Korth.,VU
Anisoptera megistocarpa,Slooten,CR
Cotylelobium burckii,(F.Heim) F.Heim,EN
Cotylelobium lanceolatum,Craib,VU
Cotylelobium melanoxylon,(Hook.f.) Pierre,LC
Dipterocarpus cornutus,Dyer,CR
Dipterocarpus costulatus,Sloot.,NT
Dipterocarpus elongatus,Korth.,CR
Dipterocarpus eurhynchus,Miq.,NT
Dipterocarpus kunstleri,King,CR
Dipterocarpus lowii,Hook.f.,NT
Dipterocarpus oblongifolius,Blume,LR/lc
Dipterocarpus rigidus,Ridl.,CR
Dipterocarpus validus,Blume,LC
Hopea beccariana,Burck,VU
Hopea mengarawan,Miq.,CR
Dipterocarpus lamellatus,Hook.f.,CR
Hopea acuminata,Merr.,VU
Hopea basilanica,Foxw.,CR
Hopea cagayanensis,(Foxw.) Slooten,EN
Hopea malibato,Foxw.,VU
Hopea mindanensis,Foxw.,EN
Hopea philippinensis,Dyer,EN
Hopea celebica,Burck,EN
Hopea pachycarpa,(F.Heim) Symington,VU
Hopea pierrei,Hance,VU
Hopea plagata,(Blanco) S.Vidal,CR
Parashorea malaanonan,(Blanco) Merr.,LC
Parashorea lucida,(Miq.) Kurz,CR
Shorea albida,Symington,VU
Shorea almon,Foxw.,NT
Shorea balangeran,(Korth.) Burck,VU
Shorea balanocarpoides,Symington,EN
Shorea bracteolata,Dyer,EN
Shorea bullata,P.S.Ashton,VU
Shorea astylosa,Foxw.,EN
Shorea contorta,S.Vidal,LC
Shorea dispar,P.S.Ashton,CR
Shorea dasyphylla,Foxw.,EN
Shorea flemmichii,Symington,VU
Shorea glauca,King,EN
Shorea guiso,(Blanco) Blume,VU
Shorea hopeifolia,(F.Heim) Symington,CR
Shorea hypochra,Hance,EN
Shorea inaequilateralis,Symington,EN
Shorea johorensis,Foxw.,CR
Shorea kunstleri,King,CR
Shorea laevis,Ridl.,VU
Shorea lepidota,(Korth.) Blume,CR
Shorea leprosula,Miq.,NT
Shorea longisperma,Roxb.,EN
Shorea maxwelliana,King,EN
Shorea multiflora,(Burck) Symington,LC
Shorea pauciflora,King,EN
Shorea platycarpa,F.Heim,CR
Shorea platyclados,Slooten ex x Endert,NT
Shorea seminis,(de Vriese) Slooten,LC
Shorea smithiana,Symington,VU
Shorea teysmanniana,Dyer ex Brandis,EN
Shorea uliginosa,Foxw.,VU
Shorea polysperma,(Blanco) Merr.,LC
Shorea palosapis,(Blanco) Merr.,LC
